LABEL,ABBR,CAP,GLOBCAP,GLOBPREF,GLOBSUFF,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1
B-LOC,1,1,0,0,0,0,NNP,NNS,PHIPOS,0,0,U.S.,officials,PHI
O,0,0,0,0,0,0,NNS,VBD,NNP,0,0,officials,wanted,U.S.
O,0,0,0,0,0,0,VBD,TO,NNS,0,0,wanted,to,officials
O,0,0,0,0,0,0,TO,VB,VBD,0,0,to,interview,wanted
O,0,0,0,0,0,0,VB,PRP,TO,0,0,interview,him,to
O,0,0,0,0,0,0,PRP,VBG,VB,0,0,him,regarding,interview
O,0,0,0,0,0,0,VBG,PP$,PRP,0,0,regarding,his,him
O,0,0,1,0,0,0,PP$,NN,VBG,0,0,his,government,regarding
O,0,0,1,0,0,0,NN,POS,PP$,0,0,government,'s,his
O,0,0,0,0,0,0,POS,NN,NN,0,0,'s,involvement,government
O,0,0,0,0,0,0,NN,IN,POS,0,0,involvement,in,'s
O,0,0,0,0,0,0,IN,DT,NN,0,0,in,the,involvement
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,scandal,in
O,0,0,0,0,0,0,NN,.,DT,0,0,scandal,.,the
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,scandal
O,0,0,0,0,0,0,``,``,PHIPOS,0,0,`,`,PHI
O,0,0,0,0,0,0,``,VB,``,0,0,`,Look,`
O,0,1,1,0,0,0,VB,WP,``,0,0,Look,What,`
O,0,1,1,0,0,0,WP,PRP,VB,0,0,What,I,Look
O,0,1,1,0,0,0,PRP,VBD,WP,0,0,I,Got,What
O,0,1,1,0,0,0,VBD,NN,PRP,0,0,Got,!,I
O,0,0,0,0,0,0,NN,'',VBD,0,0,!,',Got
O,0,0,0,0,0,0,'','',NN,0,0,',',!
O,0,0,0,0,0,0,'',OMEGAPOS,'',0,0,',OMEGA,'
B-LOC,0,1,0,0,0,0,NNP,NNP,PHIPOS,0,0,Suffolk,County,PHI
I-LOC,0,1,1,0,0,0,NNP,NN,NNP,0,0,County,health,Suffolk
O,0,0,1,0,0,0,NN,NNS,NNP,0,0,health,officials,County
O,0,0,0,0,0,0,NNS,",",NN,0,0,officials,",",health
O,0,0,0,0,0,0,",",WP,NNS,0,0,",",who,officials
O,0,0,1,0,0,0,WP,MD,",",0,0,who,will,","
O,0,0,0,0,0,0,MD,VB,WP,0,0,will,enforce,who
O,0,0,0,0,0,0,VB,DT,MD,0,0,enforce,the,will
O,0,0,1,0,0,0,DT,NN,VB,0,0,the,law,enforce
O,0,0,1,0,0,0,NN,",",DT,0,0,law,",",the
O,0,0,0,0,0,0,",",VBD,NN,0,0,",",estimated,law
O,0,0,0,0,0,0,VBD,IN,",",0,0,estimated,that,","
O,0,0,1,0,0,0,IN,PRP,VBD,0,0,that,it,estimated
O,0,0,1,0,0,0,PRP,VBZ,IN,0,0,it,applies,that
O,0,0,0,0,0,0,VBZ,TO,PRP,0,0,applies,to,it
O,0,0,0,0,0,0,TO,CD,VBZ,0,0,to,8,applies
O,0,0,0,0,0,0,CD,",",TO,0,0,8,",",to
O,0,0,0,0,0,0,",",CD,CD,0,0,",",500,8
O,0,0,0,0,0,0,CD,NNP,",",0,0,500,VDT,","
O,0,1,1,0,0,0,NNP,NNS,CD,0,0,VDT,users,500
O,0,0,0,0,0,0,NNS,IN,NNP,0,0,users,in,VDT
O,0,0,0,0,0,0,IN,CD,NNS,0,0,in,150,users
O,0,0,0,0,0,0,CD,TO,IN,0,0,150,to,in
O,0,0,0,0,0,0,TO,CD,CD,0,0,to,200,150
O,0,0,0,0,0,0,CD,NNS,TO,0,0,200,businesses,to
O,0,0,0,0,0,0,NNS,.,CD,0,0,businesses,.,200
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,businesses
O,0,1,0,0,0,0,NNS,IN,PHIPOS,0,0,Dancers,of,PHI
O,0,0,0,0,0,0,IN,NNP,NNS,0,0,of,Moscow,Dancers
B-LOC,0,1,1,0,0,1,NNP,POS,IN,0,0,Moscow,'s,of
O,0,0,0,0,0,0,POS,NNP,NNP,0,0,'s,Bolshoi,Moscow
B-ORG,0,1,1,0,0,0,NNP,NNP,POS,0,0,Bolshoi,Ballet,'s
I-ORG,0,1,1,0,0,0,NNP,IN,NNP,0,0,Ballet,in,Bolshoi
O,0,0,0,0,0,0,IN,NNP,NNP,0,0,in,Moscow,Ballet
B-LOC,0,1,1,0,0,1,NNP,CC,IN,0,0,Moscow,and,in
O,0,0,1,0,0,0,CC,NNP,NNP,0,0,and,Leningrad,Moscow
B-LOC,0,1,1,0,0,0,NNP,POS,CC,0,0,Leningrad,'s,and
O,0,0,0,0,0,0,POS,NNP,NNP,0,0,'s,Kirov,Leningrad
B-ORG,0,1,1,0,0,0,NNP,NNP,POS,0,0,Kirov,Ballet,'s
I-ORG,0,1,1,0,0,0,NNP,",",NNP,0,0,Ballet,",",Kirov
O,0,0,0,0,0,0,",",RB,NNP,0,0,",",together,Ballet
O,0,0,0,0,0,0,RB,IN,",",0,0,together,with,","
O,0,0,0,0,0,0,IN,NN,RB,0,0,with,opera,together
O,0,0,1,0,0,0,NN,NNS,IN,0,0,opera,singers,with
O,0,0,0,0,0,0,NNS,IN,NN,0,0,singers,from,opera
O,0,0,0,0,0,0,IN,DT,NNS,0,0,from,the,singers
O,0,0,1,0,0,0,DT,JJ,IN,0,0,the,Armenian,from
O,0,1,1,0,0,0,JJ,NN,DT,0,0,Armenian,capital,the
O,0,0,0,0,0,0,NN,IN,JJ,0,0,capital,of,Armenian
O,0,0,0,0,0,0,IN,NNP,NN,0,0,of,Yerevan,capital
B-LOC,0,1,1,0,0,1,NNP,",",IN,0,0,Yerevan,",",of
O,0,0,0,0,0,0,",",VBD,NNP,0,0,",",joined,Yerevan
O,0,0,0,0,0,0,VBD,NNP,",",0,0,joined,U.S.,","
B-LOC,1,1,0,0,0,0,NNP,NNS,VBD,0,0,U.S.,sopranos,joined
O,0,0,0,0,0,0,NNS,NNP,NNP,0,0,sopranos,June,U.S.
B-PER,0,1,1,0,0,0,NNP,NNP,NNS,0,0,June,Anderson,sopranos
I-PER,0,1,1,0,0,0,NNP,CC,NNP,0,0,Anderson,and,June
O,0,0,1,0,0,0,CC,NNP,NNP,0,0,and,Carol,Anderson
B-PER,0,1,1,0,0,0,NNP,NNP,CC,0,0,Carol,Vaness,and
I-PER,0,1,1,0,0,0,NNP,CC,NNP,0,0,Vaness,and,Carol
O,0,0,1,0,0,0,CC,JJ,NNP,0,0,and,British,Vaness
O,0,1,1,0,0,0,JJ,NNS,CC,0,0,British,dancers,and
O,0,0,0,0,0,0,NNS,CC,JJ,0,0,dancers,and,British
O,0,0,1,0,0,0,CC,NNS,NNS,0,0,and,singers,dancers
O,0,0,0,0,0,0,NNS,.,CC,0,0,singers,.,and
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,singers
O,0,1,1,0,0,0,DT,VBZ,PHIPOS,0,0,The,winds,PHI
O,0,0,1,0,0,0,VBZ,RB,DT,0,0,winds,also,The
O,0,0,0,0,0,0,RB,VBD,VBZ,0,0,also,overturned,winds
O,0,0,0,0,0,0,VBD,NNS,RB,0,0,overturned,trucks,also
O,0,0,1,0,0,0,NNS,IN,VBD,0,0,trucks,on,overturned
O,0,0,0,0,0,0,IN,NNP,NNS,0,0,on,Interstates,trucks
O,0,1,1,0,0,0,NNP,CD,IN,0,0,Interstates,10,on
O,0,0,0,0,0,0,CD,CC,NNP,0,0,10,and,Interstates
O,0,0,1,0,0,0,CC,CD,CD,0,0,and,15,10
O,0,0,0,0,0,0,CD,",",CC,0,0,15,",",and
O,0,0,0,0,0,0,",",WDT,CD,0,0,",",which,15
O,0,0,0,0,0,0,WDT,VBD,",",0,0,which,remained,","
O,0,0,0,0,0,0,VBD,JJ,WDT,0,0,remained,open,which
O,0,0,0,0,0,0,JJ,IN,VBD,0,0,open,with,remained
O,0,0,0,0,0,0,IN,NN,JJ,0,0,with,traffic,open
O,0,0,0,0,0,0,NN,VBG,IN,0,0,traffic,moving,with
O,0,0,0,0,0,0,VBG,IN,NN,0,0,moving,about,traffic
O,0,0,0,0,0,0,IN,CD,VBG,0,0,about,5,moving
O,0,0,0,0,0,0,CD,NN,IN,0,0,5,mph,about
O,0,0,0,0,0,0,NN,",",CD,0,0,mph,",",5
O,0,0,0,0,0,0,",",VBD,NN,0,0,",",said,mph
O,0,0,0,0,0,0,VBD,NNP,",",0,0,said,California,","
B-ORG,0,1,1,0,0,0,NNP,NNP,VBD,0,0,California,Highway,said
I-ORG,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Highway,Patrol,California
I-ORG,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Patrol,Officer,Highway
O,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Officer,James,Patrol
B-PER,0,1,1,1,0,0,NNP,FW,NNP,0,0,James,O,Officer
I-PER,0,1,1,0,0,0,FW,NN,NNP,0,0,O,'Brien,James
I-PER,0,0,0,0,0,0,NN,.,FW,0,0,'Brien,.,O
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,'Brien
O,0,1,1,0,0,0,DT,NN,PHIPOS,0,0,The,appointment,PHI
O,0,0,0,0,0,0,NN,VBZ,DT,0,0,appointment,is,The
O,0,0,1,0,0,0,VBZ,VBN,NN,0,0,is,effective,appointment
O,0,0,0,0,0,0,VBN,NNP,VBZ,0,0,effective,April,is
O,0,1,1,0,0,0,NNP,CD,VBN,0,0,April,1,effective
O,0,0,0,0,0,0,CD,.,NNP,0,0,1,.,April
O,0,0,0,0,0,0,.,OMEGAPOS,CD,0,0,.,OMEGA,1
O,0,1,1,0,0,0,DT,NNP,PHIPOS,0,0,The,Santa,PHI
B-LOC,0,1,1,0,0,0,NNP,NNP,DT,0,0,Santa,Ana,The
I-LOC,0,1,1,1,0,0,NNP,VBZ,NNP,0,0,Ana,winds,Santa
O,0,0,1,0,0,0,VBZ,NN,NNP,0,0,winds,_,Ana
O,0,0,0,0,0,0,NN,RB,VBZ,0,0,_,also,winds
O,0,0,0,0,0,0,RB,VBD,NN,0,0,also,called,_
O,0,0,0,0,0,0,VBD,``,RB,0,0,called,`,also
O,0,0,0,0,0,0,``,``,VBD,0,0,`,`,called
O,0,0,0,0,0,0,``,NN,``,0,0,`,devil,`
O,0,0,0,0,0,0,NN,VBZ,``,0,0,devil,winds,`
O,0,0,1,0,0,0,VBZ,POS,NN,0,0,winds,',devil
O,0,0,0,0,0,0,POS,'',VBZ,0,0,',',winds
O,0,0,0,0,0,0,'',NN,POS,0,0,',_,'
O,0,0,0,0,0,0,NN,VBP,'',0,0,_,are,'
O,0,0,0,0,0,0,VBP,VBN,NN,0,0,are,spun,_
O,0,0,0,0,0,0,VBN,IN,VBP,0,0,spun,off,are
O,0,0,0,0,0,0,IN,IN,VBN,0,0,off,by,spun
O,0,0,0,0,0,0,IN,JJ,IN,0,0,by,high,off
O,0,0,1,0,0,0,JJ,NN,IN,0,0,high,pressure,by
O,0,0,0,0,0,0,NN,IN,JJ,0,0,pressure,over,high
O,0,0,0,0,0,0,IN,DT,NN,0,0,over,the,pressure
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,interior,over
O,0,0,1,0,0,0,NN,IN,DT,0,0,interior,of,the
O,0,0,0,0,0,0,IN,DT,NN,0,0,of,the,interior
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,country,of
O,0,0,0,0,0,0,NN,",",DT,0,0,country,",",the
O,0,0,0,0,0,0,",",VBG,NN,0,0,",",picking,country
O,0,0,0,0,0,0,VBG,IN,",",0,0,picking,up,","
O,0,0,0,0,0,0,IN,NN,VBG,0,0,up,speed,picking
O,0,0,0,0,0,0,NN,IN,IN,0,0,speed,as,up
O,0,0,0,0,0,0,IN,PRP,NN,0,0,as,they,speed
O,0,0,1,0,0,0,PRP,VBP,IN,0,0,they,move,as
O,0,0,0,0,0,0,VBP,IN,PRP,0,0,move,from,they
O,0,0,0,0,0,0,IN,NNP,VBP,0,0,from,Southern,move
B-LOC,0,1,1,0,0,0,NNP,NNP,IN,0,0,Southern,California,from
I-LOC,0,1,1,0,0,0,NNP,POS,NNP,0,0,California,'s,Southern
O,0,0,0,0,0,0,POS,NNS,NNP,0,0,'s,deserts,California
O,0,0,0,0,0,0,NNS,IN,POS,0,0,deserts,through,'s
O,0,0,0,0,0,0,IN,NN,NNS,0,0,through,mountain,deserts
O,0,0,1,0,0,0,NN,NNS,IN,0,0,mountain,passes,through
O,0,0,0,0,0,0,NNS,CC,NN,0,0,passes,and,mountain
O,0,0,1,0,0,0,CC,NN,NNS,0,0,and,roar,passes
O,0,0,0,0,0,0,NN,IN,CC,0,0,roar,down,and
O,0,0,0,0,0,0,IN,IN,NN,0,0,down,on,roar
O,0,0,0,0,0,0,IN,JJ,IN,0,0,on,adjacent,down
O,0,0,0,0,0,0,JJ,NNS,IN,0,0,adjacent,communities,on
O,0,0,0,0,0,0,NNS,.,JJ,0,0,communities,.,adjacent
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,communities
B-LOC,0,1,1,0,0,1,NNP,",",PHIPOS,0,0,Iran,",",PHI
O,0,0,0,0,0,0,",",NN,NNP,0,0,",",$7.9,Iran
O,0,0,0,0,0,0,NN,CD,",",0,0,$7.9,million,","
O,0,0,1,0,0,0,CD,:,NN,0,0,million,;,$7.9
O,0,0,0,0,0,0,:,OMEGAPOS,CD,0,0,;,OMEGA,million
O,0,1,0,0,0,0,NNS,IN,PHIPOS,0,0,Employees,at,PHI
O,0,0,0,0,0,0,IN,NNP,NNS,0,0,at,Walmart,Employees
B-ORG,0,1,1,0,1,0,NNP,NNP,IN,0,1,Walmart,Inc.,at
I-ORG,1,1,0,0,0,0,NNP,VBD,NNP,0,0,Inc.,were,Walmart
O,0,0,0,0,0,0,VBD,JJ,NNP,0,0,were,unhappy,Inc.
O,0,0,0,0,0,0,JJ,.,VBD,0,0,unhappy,.,were
O,0,0,0,0,0,0,.,OMEGAPOS,JJ,0,0,.,OMEGA,unhappy
O,0,0,0,0,0,0,``,``,PHIPOS,0,0,`,`,PHI
O,0,0,0,0,0,0,``,PRP,``,0,0,`,We,`
O,0,1,1,0,0,0,PRP,MD,``,0,0,We,can,`
O,0,0,0,0,0,0,MD,NN,PRP,0,0,can,'t,We
O,0,0,0,0,0,0,NN,VB,MD,0,0,'t,look,can
O,0,0,1,0,0,0,VB,IN,NN,0,0,look,into,'t
O,0,0,0,0,0,0,IN,DT,VB,0,0,into,the,look
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,future,into
O,0,0,0,0,0,0,NN,CC,DT,0,0,future,and,the
O,0,0,1,0,0,0,CC,VB,NN,0,0,and,say,future
O,0,0,0,0,0,0,VB,RB,CC,0,0,say,there,and
O,0,0,1,0,0,0,RB,VBP,VB,0,0,there,are,say
O,0,0,0,0,0,0,VBP,VBG,RB,0,0,are,going,there
O,0,0,0,0,0,0,VBG,TO,VBP,0,0,going,to,are
O,0,0,0,0,0,0,TO,VB,VBG,0,0,to,be,going
O,0,0,0,0,0,0,VB,RB,TO,0,0,be,so,to
O,0,0,1,0,0,0,RB,JJ,VB,0,0,so,many,be
O,0,0,0,0,0,0,JJ,NNS,RB,0,0,many,murders,so
O,0,0,0,0,0,0,NNS,IN,JJ,0,0,murders,in,many
O,0,0,0,0,0,0,IN,CD,NNS,0,0,in,1999,murders
O,0,0,0,0,0,0,CD,",",IN,0,0,1999,",",in
O,0,0,0,0,0,0,",",'',CD,0,0,",",',1999
O,0,0,0,0,0,0,'','',",",0,0,',',","
O,0,0,0,0,0,0,'',VBD,'',0,0,',said,'
O,0,0,0,0,0,0,VBD,NNP,'',0,0,said,Propheter,'
B-PER,0,1,1,0,0,0,NNP,",",VBD,0,0,Propheter,",",said
O,0,0,0,0,0,0,",",WP,NNP,0,0,",",who,Propheter
O,0,0,1,0,0,0,WP,VBD,",",0,0,who,compiled,","
O,0,0,0,0,0,0,VBD,DT,WP,0,0,compiled,the,who
O,0,0,1,0,0,0,DT,NN,VBD,0,0,the,report,compiled
O,0,0,0,0,0,0,NN,IN,DT,0,0,report,with,the
O,0,0,0,0,0,0,IN,NN,NN,0,0,with,statistician,report
O,0,0,0,0,0,0,NN,NNP,IN,0,0,statistician,Harvey,with
B-PER,0,1,1,0,0,0,NNP,NNP,NN,0,0,Harvey,Rosenthal,statistician
I-PER,0,1,1,0,0,0,NNP,.,NNP,0,0,Rosenthal,.,Harvey
O,0,0,0,0,0,0,.,OMEGAPOS,NNP,0,0,.,OMEGA,Rosenthal
B-PER,0,1,1,0,0,0,NNP,NNP,PHIPOS,0,0,Bruce,Jonasson,PHI
I-PER,0,1,1,0,0,0,NNP,",",NNP,0,0,Jonasson,",",Bruce
O,0,0,0,0,0,0,",",NN,NNP,0,0,",",manager,Jonasson
O,0,0,0,0,0,0,NN,IN,",",0,0,manager,of,","
O,0,0,0,0,0,0,IN,NNP,NN,0,0,of,Bradley,manager
B-ORG,0,1,1,0,0,0,NNP,NNP,IN,0,0,Bradley,First,of
I-ORG,0,1,1,0,0,0,NNP,NNP,NNP,0,0,First,Air,Bradley
I-ORG,0,1,1,0,0,0,NNP,",",NNP,0,0,Air,",",First
O,0,0,0,0,0,0,",",VBD,NNP,0,0,",",said,Air
O,0,0,0,0,0,0,VBD,NNS,",",0,0,said,pilots,","
O,0,0,1,0,0,0,NNS,IN,VBD,0,0,pilots,from,said
O,0,0,0,0,0,0,IN,NNP,NNS,0,0,from,Montreal,pilots
B-LOC,0,1,1,0,0,0,NNP,CC,IN,0,0,Montreal,and,from
O,0,0,1,0,0,0,CC,NNP,NNP,0,0,and,Ottawa,Montreal
B-LOC,0,1,1,0,0,1,NNP,VBD,CC,0,0,Ottawa,were,and
O,0,0,0,0,0,0,VBD,DT,NNP,0,0,were,the,Ottawa
O,0,0,1,0,0,0,DT,NN,VBD,0,0,the,plane,were
O,0,0,0,0,0,0,NN,POS,DT,0,0,plane,'s,the
O,0,0,0,0,0,0,POS,RB,NN,0,0,'s,only,plane
O,0,0,0,0,0,0,RB,NNS,POS,0,0,only,occupants,'s
O,0,0,0,0,0,0,NNS,.,RB,0,0,occupants,.,only
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,occupants
B-PER,0,1,1,0,0,0,NNP,VBD,PHIPOS,0,0,Michaud,spent,PHI
O,0,0,0,0,0,0,VBD,DT,NNP,0,0,spent,the,Michaud
O,0,0,1,0,0,0,DT,NN,VBD,0,0,the,night,spent
O,0,0,1,0,0,0,NN,IN,DT,0,0,night,in,the
O,0,0,0,0,0,0,IN,NNP,NN,0,0,in,Millinocket,night
B-LOC,0,1,1,0,0,0,NNP,NNP,IN,0,0,Millinocket,Regional,in
I-LOC,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Regional,Hospital,Millinocket
I-LOC,0,1,1,0,0,0,NNP,CC,NNP,0,0,Hospital,but,Regional
O,0,0,0,0,0,0,CC,VBD,NNP,0,0,but,was,Hospital
O,0,0,0,0,0,0,VBD,IN,CC,0,0,was,in,but
O,0,0,0,0,0,0,IN,JJ,VBD,0,0,in,good,was
O,0,0,1,0,0,0,JJ,NN,IN,0,0,good,condition,in
O,0,0,0,0,0,0,NN,NN,JJ,0,0,condition,today,good
O,0,0,1,0,0,0,NN,",",NN,0,0,today,",",condition
O,0,0,0,0,0,0,",",NNS,NN,0,0,",",authorities,today
O,0,0,1,0,0,0,NNS,VBD,",",0,0,authorities,said,","
O,0,0,0,0,0,0,VBD,.,NNS,0,0,said,.,authorities
O,0,0,0,0,0,0,.,OMEGAPOS,VBD,0,0,.,OMEGA,said
O,0,1,1,0,0,0,DT,NN,PHIPOS,0,0,A,state,PHI
O,0,0,1,0,0,0,NN,NNP,DT,0,0,state,Supreme,A
B-ORG,0,1,1,0,0,0,NNP,NNP,NN,0,0,Supreme,Court,state
I-ORG,0,1,1,0,0,0,NNP,NN,NNP,0,0,Court,judge,Supreme
O,0,0,1,0,0,0,NN,VBZ,NNP,0,0,judge,is,Court
O,0,0,1,0,0,0,VBZ,VBN,NN,0,0,is,expected,judge
O,0,0,0,0,0,0,VBN,TO,VBZ,0,0,expected,to,is
O,0,0,0,0,0,0,TO,VB,VBN,0,0,to,rule,expected
O,0,0,0,0,0,0,VB,IN,TO,0,0,rule,within,to
O,0,0,0,0,0,0,IN,DT,VB,0,0,within,the,rule
O,0,0,1,0,0,0,DT,JJ,IN,0,0,the,next,within
O,0,0,0,0,0,0,JJ,CD,DT,0,0,next,two,the
O,0,0,1,0,0,0,CD,NNS,JJ,0,0,two,weeks,next
O,0,0,0,0,0,0,NNS,IN,CD,0,0,weeks,on,two
O,0,0,0,0,0,0,IN,DT,NNS,0,0,on,a,weeks
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,challenge,on
O,0,0,0,0,0,0,NN,TO,DT,0,0,challenge,to,a
O,0,0,0,0,0,0,TO,DT,NN,0,0,to,the,challenge
O,0,0,1,0,0,0,DT,NN,TO,0,0,the,measure,to
O,0,0,0,0,0,0,NN,VBD,DT,0,0,measure,brought,the
O,0,0,0,0,0,0,VBD,IN,NN,0,0,brought,by,measure
O,0,0,0,0,0,0,IN,CD,VBD,0,0,by,four,brought
O,0,0,0,0,0,0,CD,NNS,IN,0,0,four,businesses,by
O,0,0,0,0,0,0,NNS,.,CD,0,0,businesses,.,four
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,businesses
B-PER,0,1,1,0,0,0,NNP,VBD,PHIPOS,0,0,Lewis,was,PHI
O,0,0,0,0,0,0,VBD,VBN,NNP,0,0,was,forced,Lewis
O,0,0,0,0,0,0,VBN,TO,VBD,0,0,forced,to,was
O,0,0,0,0,0,0,TO,VB,VBN,0,0,to,leave,forced
O,0,0,1,0,0,0,VB,NNP,TO,0,0,leave,England,to
B-LOC,0,1,1,0,0,0,NNP,IN,VB,0,0,England,during,leave
O,0,0,0,0,0,0,IN,DT,NNP,0,0,during,a,England
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,tour,during
O,0,0,0,0,0,0,NN,WRB,DT,0,0,tour,when,a
O,0,0,0,0,0,0,WRB,PRP,NN,0,0,when,he,tour
O,0,0,1,0,0,0,PRP,VBD,WRB,0,0,he,was,when
O,0,0,0,0,0,0,VBD,CD,PRP,0,0,was,23,he
O,0,0,0,0,0,0,CD,IN,VBD,0,0,23,because,was
O,0,0,1,0,0,0,IN,IN,CD,0,0,because,of,23
O,0,0,0,0,0,0,IN,DT,IN,0,0,of,a,because
O,0,0,1,0,0,0,DT,JJ,IN,0,0,a,public,of
O,0,0,0,0,0,0,JJ,NN,DT,0,0,public,outcry,a
O,0,0,0,0,0,0,NN,IN,JJ,0,0,outcry,over,public
O,0,0,0,0,0,0,IN,PP$,NN,0,0,over,his,outcry
O,0,0,1,0,0,0,PP$,JJ,IN,0,0,his,then-recent,over
O,0,0,0,0,0,0,JJ,NN,PP$,0,0,then-recent,marriage,his
O,0,0,0,0,0,0,NN,TO,JJ,0,0,marriage,to,then-recent
O,0,0,0,0,0,0,TO,PP$,NN,0,0,to,his,marriage
O,0,0,1,0,0,0,PP$,JJ,TO,0,0,his,13-year-old,to
O,0,0,0,0,0,0,JJ,NN,PP$,0,0,13-year-old,cousin,his
O,0,0,0,0,0,0,NN,",",JJ,0,0,cousin,",",13-year-old
O,0,0,0,0,0,0,",",NNP,NN,0,0,",",Myra,cousin
B-PER,0,1,1,0,0,0,NNP,.,",",0,0,Myra,.,","
O,0,0,0,0,0,0,.,OMEGAPOS,NNP,0,0,.,OMEGA,Myra
B-PER,0,1,1,0,0,0,NNP,NNP,PHIPOS,0,0,Andy,Warhol,PHI
I-PER,0,1,1,0,0,0,NNP,VBD,NNP,0,0,Warhol,created,Andy
O,0,0,0,0,0,0,VBD,DT,NNP,0,0,created,a,Warhol
O,0,0,1,0,0,0,DT,NN,VBD,0,0,a,work,created
O,0,0,0,0,0,0,NN,IN,DT,0,0,work,of,a
O,0,0,0,0,0,0,IN,NN,NN,0,0,of,art,work
O,0,0,0,0,0,0,NN,VBN,IN,0,0,art,inspired,of
O,0,0,0,0,0,0,VBN,IN,NN,0,0,inspired,by,art
O,0,0,0,0,0,0,IN,DT,VBN,0,0,by,a,inspired
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,product,by
O,0,0,0,0,0,0,NN,IN,DT,0,0,product,of,a
O,0,0,0,0,0,0,IN,NNP,NN,0,0,of,Campbell,product
B-ORG,0,1,1,1,0,0,NNP,NNP,IN,0,0,Campbell,Soup,of
I-ORG,0,1,1,0,1,0,NNP,NNP,NNP,0,1,Soup,Co.,Campbell
I-ORG,1,1,0,0,0,0,NNP,CD,NNP,0,0,Co.,in,Soup
O,0,0,0,0,0,0,CD,.,NNP,0,0,in,.,Co.
O,0,0,0,0,0,0,.,OMEGAPOS,CD,0,0,.,OMEGA,in
B-LOC,0,1,0,0,0,0,NNP,NNP,PHIPOS,0,0,Las,Vegas,PHI
I-LOC,0,1,1,0,0,0,NNP,CD,NNP,0,0,Vegas,39,Las
O,0,0,0,0,0,0,CD,JJ,NNP,0,0,39,windy,Vegas
O,0,0,0,0,0,0,JJ,:,CD,0,0,windy,;,39
O,0,0,0,0,0,0,:,OMEGAPOS,JJ,0,0,;,OMEGA,windy
O,0,1,0,0,0,0,NNP,:,PHIPOS,0,0,Eds,:,PHI
O,0,0,0,0,0,0,:,NNP,NNP,0,0,:,SUBS,Eds
O,0,1,1,0,0,0,NNP,NNP,:,0,0,SUBS,3rd,:
O,0,0,0,0,0,0,NNP,NN,NNP,0,0,3rd,graf,SUBS
O,0,0,0,0,0,0,NN,NN,NNP,0,0,graf,pvs,3rd
O,0,0,0,0,0,0,NN,",",NN,0,0,pvs,",",graf
O,0,0,0,0,0,0,",",DT,NN,0,0,",",The,pvs
O,0,1,1,0,0,0,DT,NNP,",",0,0,The,GE,","
B-ORG,0,1,1,0,0,0,NNP,:,DT,0,0,GE,...,The
O,0,0,0,0,0,0,:,",",NNP,0,0,...,",",GE
O,0,0,0,0,0,0,",",IN,:,0,0,",",with,...
O,0,0,0,0,0,0,IN,CD,",",0,0,with,one,","
O,0,0,1,0,0,0,CD,NN,IN,0,0,one,graf,with
O,0,0,0,0,0,0,NN,TO,CD,0,0,graf,to,one
O,0,0,0,0,0,0,TO,NNP,NN,0,0,to,CLARIFY,graf
O,0,1,1,0,0,0,NNP,IN,TO,0,0,CLARIFY,that,to
O,0,0,1,0,0,0,IN,NNP,NNP,0,0,that,U.S.,CLARIFY
B-LOC,1,1,0,0,0,0,NNP,VBP,IN,0,0,U.S.,probe,that
O,0,0,0,0,0,0,VBP,JJ,NNP,0,0,probe,unrelated,U.S.
O,0,0,0,0,0,0,JJ,TO,VBP,0,0,unrelated,to,probe
O,0,0,0,0,0,0,TO,JJ,JJ,0,0,to,British,unrelated
O,0,1,1,0,0,0,JJ,NN,TO,0,0,British,crash,to
O,0,0,0,0,0,0,NN,.,JJ,0,0,crash,.,British
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,crash
O,0,1,0,0,0,0,RB,",",PHIPOS,0,0,Meanwhile,",",PHI
O,0,0,0,0,0,0,",",CD,RB,0,0,",",1.1,Meanwhile
O,0,0,0,0,0,0,CD,NN,",",0,0,1.1,percent,","
O,0,0,0,0,0,0,NN,VBD,CD,0,0,percent,occurred,1.1
O,0,0,0,0,0,0,VBD,IN,NN,0,0,occurred,from,percent
O,0,0,0,0,0,0,IN,VBN,VBD,0,0,from,suspected,occurred
O,0,0,0,0,0,0,VBN,NNS,IN,0,0,suspected,felonies,from
